LAT,LON,PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
27.75421,85.30591,TS,2004,6.29,9.26,16.15,20.13,21.74,22.32,21.09,21.29,19.56,14.28,9.56,7.01,15.73
27.75421,85.30591,TS,2005,5.88,9.42,15.22,19.15,22.29,24.94,21.96,21.31,19.96,15.12,9.42,6.43,15.95
27.75421,85.30591,TS,2006,6.77,11.84,14.5,19.59,23.14,21.86,22.06,21.39,19.33,15.51,10.61,7.04,16.15
27.75421,85.30591,TS,2007,5.76,7.45,12.99,20.19,23.02,23.32,21.89,21.12,19.53,15.99,10.64,6.56,15.74
27.75421,85.30591,TS,2008,6.49,7.62,14.54,19.82,22.97,22.03,21.32,20.88,19.03,15.63,11.26,8.6,15.87
27.75421,85.30591,TS,2009,8.01,10.7,15.02,20.73,22.49,24.07,23.66,21.29,19.92,15.22,11.36,7.44,16.68
27.75421,85.30591,TS,2010,7.22,9.43,16.79,22.51,23.86,25.59,22.83,21.39,19.38,15.69,12.08,6.15,16.94
27.75421,85.30591,TS,2011,4.96,9.16,14.67,18.98,22.37,23.47,21.29,20.67,19.57,15.85,11.26,6.53,15.76
27.75421,85.30591,TS,2012,5.15,9.59,13.73,20.42,24.57,26.03,22.55,21.27,19.44,13.83,8.74,6.16,15.96
27.75421,85.30591,TS,2013,4.39,9.09,15.02,19.33,22.28,22.5,21.99,20.75,19.51,16.14,10.08,6.7,15.68
27.75421,85.30591,TS,2014,6.2,8.65,14.02,19.94,22.74,24.21,21.93,21.11,19.4,14.97,10.47,6.53,15.88
27.75421,85.30591,TS,2015,6.32,9.94,13.97,18.18,22.59,24.34,21.91,21.23,19.74,15.36,11.43,6.66,16
27.75421,85.30591,TS,2016,5.77,10.48,15.79,21.8,22.81,22.95,21.33,21.3,19.63,16.19,10.79,8.37,16.44
27.75421,85.30591,TS,2017,7.14,10.9,13.45,19.54,22.1,24.31,21.93,21.07,20.31,17.11,11.52,8.84,16.54
27.75421,85.30591,TS,2018,5.95,10.41,15.29,18.98,21.52,22.83,22.3,21.2,20.04,15.09,11.7,7.29,16.07
27.75421,85.30591,TS,2019,6.76,9.33,13.57,19.22,22.74,24.52,22,21.55,19.6,15.86,11.71,5.34,16.04
27.75421,85.30591,T2M_MAX,1981,13.57,18.38,21.27,25.27,26.72,27.88,24.26,23.64,22.51,21.28,18.34,16.05,21.6
27.75421,85.30591,T2M_MAX,1982,16.05,15.54,20.35,25.82,28.78,28.75,26.82,24.62,22.95,21.67,18.54,16.61,22.24
27.75421,85.30591,T2M_MAX,1983,14.42,16.79,22.64,25.16,27.99,30.05,27.04,26.1,24.71,22.79,19.97,16.57,22.88
27.75421,85.30591,T2M_MAX,1984,15.28,18.11,24.76,28.1,29.29,26.72,24.16,24.57,22,21.88,18.47,16.9,22.53
27.75421,85.30591,T2M_MAX,1985,15.01,18.1,25.08,28.45,29,30.19,24.56,24.61,22.28,19.74,17.08,15.84,22.51
27.75421,85.30591,T2M_MAX,1986,15.64,17.48,22.55,26.67,27.68,29.25,24.04,24.77,23.79,22.02,20.16,16.27,22.54
27.75421,85.30591,T2M_MAX,1987,16.3,19.12,22.23,27.23,28.71,30.97,26.15,23.86,22.9,20.33,19.33,17.61,22.9
27.75421,85.30591,T2M_MAX,1988,16.53,19.36,22.21,27.83,28.77,28.34,24.66,23.68,23.6,22.61,20.27,17.36,22.93
27.75421,85.30591,T2M_MAX,1989,14.92,17.38,22.6,28.02,29.35,28.27,25.91,24.32,24.69,23.9,19.54,16.58,22.98
27.75421,85.30591,T2M_MAX,1990,18.71,16.96,20.87,26.85,29.1,29.51,24.99,23.77,23.08,21.15,20.75,17.3,22.78
27.75421,85.30591,T2M_MAX,1991,15.21,19.84,23.59,27.72,30.71,28.09,27.28,25.47,24.05,23.77,19.4,16.62,23.49
27.75421,85.30591,T2M_MAX,1992,15.91,16.52,24.63,28.77,28.12,29.2,27.02,25.58,25.07,22.72,19.99,16.38,23.34
27.75421,85.30591,T2M_MAX,1993,15.29,19.35,21.18,26.17,28.44,28.79,27.08,25.53,23.76,23.84,20.7,18.31,23.22
27.75421,85.30591,T2M_MAX,1994,17.4,17.62,24.49,27.24,29.8,29.49,27.51,26.72,24.82,23.47,20.07,17.43,23.87
27.75421,85.30591,T2M_MAX,1995,14.95,17.75,23.22,27.78,30.97,28.66,25.4,24.24,24.12,23.62,20.55,16.53,23.17
27.75421,85.30591,T2M_MAX,1996,15.37,18.13,24.01,27.15,30.47,27.65,25.94,24.24,23.43,21.99,20.55,18.03,23.09
27.75421,85.30591,T2M_MAX,1997,15.18,16.95,22.99,24.19,29.1,29.66,25.77,25.13,25.06,22.59,20.2,15.84,22.75
27.75421,85.30591,T2M_MAX,1998,15.67,18.34,21.27,27.11,29.59,30.4,26.48,24.64,24.01,24,21.49,18.3,23.46
27.75421,85.30591,T2M_MAX,1999,16.67,21.64,25.14,29.86,28.65,28.73,26.69,25.41,24.37,23.04,20.73,17.62,24.05
27.75421,85.30591,T2M_MAX,2000,16.7,16.62,22.11,28.27,28.21,26.6,25.35,24.72,22.95,23.33,20.16,17.7,22.74
27.75421,85.30591,T2M_MAX,2001,16.53,19.74,23.41,27.49,28.1,27.93,27.33,25.84,23.31,22.48,20.47,16.81,23.3
27.75421,85.30591,T2M_MAX,2002,15.58,19.49,23.16,27.07,27.62,28.2,27.42,26.13,25.55,23.34,21.11,17.53,23.53
27.75421,85.30591,T2M_MAX,2003,16.44,17.2,21.52,27.8,28.66,28.51,26.04,26.05,24.95,24.38,20.41,16.85,23.26
27.75421,85.30591,T2M_MAX,2004,15.36,18.34,24.75,25.87,26.77,25.4,23.65,24.22,22.84,19.9,17.22,15.87,21.69
27.75421,85.30591,T2M_MAX,2005,14.38,17.71,22.4,26.17,27.46,28.99,24.71,24.06,23.53,20.76,17.82,16.81,22.08
27.75421,85.30591,T2M_MAX,2006,17.44,20.72,22.23,25.79,26.8,25.22,24.79,24.37,22.69,20.84,18.06,16.32,22.11
27.75421,85.30591,T2M_MAX,2007,15.94,15.41,20.72,26.28,27.35,26.62,24.44,23.92,22.57,21.3,18.27,16.41,21.63
27.75421,85.30591,T2M_MAX,2008,15.06,16.4,22.36,26.49,27.21,24.73,23.78,23.5,22.46,20.68,18.73,16.79,21.53
27.75421,85.30591,T2M_MAX,2009,17.34,19.82,23.09,27.74,26.78,28.01,26.57,24.11,23.44,21.64,19.54,16.4,22.88
27.75421,85.30591,T2M_MAX,2010,17.21,18.33,24.95,29.29,28.21,29.12,25.44,24.04,22.53,20.95,18.46,15.81,22.88
27.75421,85.30591,T2M_MAX,2011,14.08,17.95,22.5,24.83,26.65,26.88,23.8,23.48,22.73,21.05,17.65,16.02,21.48
27.75421,85.30591,T2M_MAX,2012,13.52,18.09,21.97,26.4,29.96,30.09,25.33,24.26,23.01,20.07,17.47,16.17,22.19
27.75421,85.30591,T2M_MAX,2013,14.32,17.9,22.72,25.32,27.88,25.83,24.84,23.67,23.12,20.39,17.79,14.93,21.57
27.75421,85.30591,T2M_MAX,2014,15.19,16.63,21.26,26.75,27.69,28.06,24.52,23.76,22.51,20.35,18.3,16.13,21.78
27.75421,85.30591,T2M_MAX,2015,15.12,17.97,20.82,23.41,28.11,28.28,24.85,23.92,23.18,20.98,18.63,15.42,21.74
27.75421,85.30591,T2M_MAX,2016,14.8,19.54,23.61,29.17,27.12,25.95,23.78,24.23,22.58,21.23,18.87,17.54,22.36
27.75421,85.30591,T2M_MAX,2017,16.07,19.77,20.79,26.38,26.93,27.81,24.83,23.6,23.29,21.81,18.68,18.25,22.35
27.75421,85.30591,T2M_MAX,2018,15.68,18.77,23.05,24.49,25.77,26.08,25.01,23.89,23.55,20.94,19.36,16.07,21.9
27.75421,85.30591,T2M_MAX,2019,15.17,17.14,21.09,25.21,28.52,28.3,24.57,24.33,22.37,20.26,18.63,13.81,21.63
27.75421,85.30591,T2M_MIN,1981,3.59,6.4,9.13,12.14,15.6,17.88,18.37,17.95,16.34,12.63,8.67,5.27,12.03
27.75421,85.30591,T2M_MIN,1982,5.17,3.93,8.38,12.58,15.6,18.17,19,18.24,16.17,12.26,8.59,5.58,12.02
27.75421,85.30591,T2M_MIN,1983,3.11,4.16,8.92,11.96,15.38,18.1,19.08,18.47,17.25,13.76,9.11,5.39,12.1
27.75421,85.30591,T2M_MIN,1984,3.39,4.79,10.55,13.63,16.32,18.66,17.69,17.83,15.68,13.27,8.19,5.81,12.17
27.75421,85.30591,T2M_MIN,1985,3.51,4.88,10.3,14.02,15.53,18.91,17.65,18.07,16.39,13.08,8.48,6.28,12.3
27.75421,85.30591,T2M_MIN,1986,4.57,5.92,9.04,12.54,14.24,18.17,17.83,17.68,15.99,12.16,9.02,5.24,11.89
27.75421,85.30591,T2M_MIN,1987,4.43,6.74,9.16,12.72,15.51,18.92,18.86,17.73,16.82,12.39,9.47,6.73,12.48
27.75421,85.30591,T2M_MIN,1988,5.57,6.95,9.09,13.48,15.84,18.01,18.46,18,16.97,13.24,9.46,6.94,12.68
27.75421,85.30591,T2M_MIN,1989,3.07,4.71,9.31,12.26,16.53,18.18,18.4,17.64,17.06,13.6,8.5,5.3,12.09
27.75421,85.30591,T2M_MIN,1990,6.3,5.97,7.98,12.34,17.16,19.09,18.43,17.77,16.82,12.76,10.24,6.84,12.68
27.75421,85.30591,T2M_MIN,1991,3.95,7.09,9.95,12.49,16.54,18.71,19.03,18.4,16.77,13.19,8.58,5.4,12.54
27.75421,85.30591,T2M_MIN,1992,4.2,3.79,10.34,13.6,15.14,17.99,18.27,17.98,16.64,13.08,8.86,5.52,12.14
27.75421,85.30591,T2M_MIN,1993,3.98,6.69,7.94,12.35,15.32,18.13,18.76,18.23,16.55,13.31,9.72,6.97,12.36
27.75421,85.30591,T2M_MIN,1994,5.76,4.95,10.13,12.42,16.37,19.16,19.03,18.76,16.86,12.57,8.86,5.57,12.58
27.75421,85.30591,T2M_MIN,1995,3.2,5.16,9.65,12.83,17.03,18.91,18.43,18.01,16.78,13.69,9.22,5.72,12.42
27.75421,85.30591,T2M_MIN,1996,3.7,6.02,10.58,12.74,16.01,18.28,18.45,17.9,16.65,13.17,9.34,6.16,12.43
27.75421,85.30591,T2M_MIN,1997,3.6,3.54,9.42,11.35,14.98,18.36,18.6,18.05,16.58,12.31,9.44,5.04,11.82
27.75421,85.30591,T2M_MIN,1998,3.94,5.87,8.31,13.08,16.84,19.15,19,18.26,17.03,14.87,11.08,6.82,12.89
27.75421,85.30591,T2M_MIN,1999,4.7,8.96,10.47,14.29,16.49,18.46,18.72,18.21,17.05,13.52,9.7,6.45,13.1
27.75421,85.30591,T2M_MIN,2000,4.58,3.71,8.29,13.68,17.26,18.29,18.56,18.24,16.3,13.73,9.65,6.53,12.43
27.75421,85.30591,T2M_MIN,2001,4.5,6.8,9.42,13.19,16.9,18.63,19.15,18.5,16.58,13.76,9.94,6.02,12.81
27.75421,85.30591,T2M_MIN,2002,4.55,6.64,9.9,13.61,16.2,18.29,19.18,18.27,16.62,13.06,9.78,6.22,12.72
27.75421,85.30591,T2M_MIN,2003,4.12,5.19,8.62,13.9,15.22,18.72,18.57,18.6,17.51,13.62,9.47,5.78,12.48
27.75421,85.30591,T2M_MIN,2004,4.09,5.96,11.14,13.93,15.62,17.63,17.74,18,16.53,11.96,8.29,6.1,12.26
27.75421,85.30591,T2M_MIN,2005,4.16,5.81,10.13,12.54,14.75,18.68,18.19,18.21,17,12.76,8.49,6.45,12.3
27.75421,85.30591,T2M_MIN,2006,5.86,8.94,9.39,12.42,16.64,17.19,18.56,18.01,16.52,13.02,8.91,6.38,12.67
27.75421,85.30591,T2M_MIN,2007,4.89,4.11,8.3,13.95,16.4,18.05,18.29,17.93,16.77,13.63,9.29,5.96,12.34
27.75421,85.30591,T2M_MIN,2008,4.68,4.3,9.45,12.66,15.79,17.9,18.03,17.78,16.38,13.22,9.98,7.69,12.35
27.75421,85.30591,T2M_MIN,2009,6.64,7.59,9.67,13.89,15.69,17.75,18.83,18.03,16.86,13.21,9.52,6.21,12.85
27.75421,85.30591,T2M_MIN,2010,5.35,5.97,11.46,15.05,16.62,18.63,18.52,18.19,16.61,13.61,10.46,5.8,13.06
27.75421,85.30591,T2M_MIN,2011,3.19,5.84,9.55,12.02,16.01,17.7,18.15,17.75,16.85,13.37,9.44,6.19,12.2
27.75421,85.30591,T2M_MIN,2012,3.09,6.17,8.76,13.02,16.48,19.44,18.63,17.82,16.49,11.7,7.69,5.19,12.05
27.75421,85.30591,T2M_MIN,2013,2.39,5.46,9.89,12.84,15.69,17.72,18.15,17.49,16.6,13.78,9.33,6.09,12.15
27.75421,85.30591,T2M_MIN,2014,4.74,5.63,9.34,13.24,16.24,18.83,18.89,18.38,16.81,13.02,9.98,6.36,12.66
27.75421,85.30591,T2M_MIN,2015,4.43,7.04,9.53,12.75,16.28,18.57,18.41,18.36,17.12,13.55,10.41,5.91,12.72
27.75421,85.30591,T2M_MIN,2016,4.57,7.61,11.05,15.23,16.75,18.5,18.63,18.63,17.19,14.26,10.21,8.08,13.4
27.75421,85.30591,T2M_MIN,2017,5.5,7.83,9.08,13.5,16.29,18.94,18.6,18.63,17.71,14.62,10.09,8.47,13.3
27.75421,85.30591,T2M_MIN,2018,4.6,7.55,9.84,12.99,15.66,18.36,18.98,18.45,17.1,11.97,9.45,5.4,12.55
27.75421,85.30591,T2M_MIN,2019,4.4,5.81,8.74,13.62,16.03,18.58,18.93,18.73,17.23,13.55,10.84,4.69,12.63
27.75421,85.30591,T2M_RANGE,1981,9.98,11.98,12.14,13.13,11.12,10,5.89,5.69,6.17,8.65,9.67,10.78,9.58
27.75421,85.30591,T2M_RANGE,1982,10.88,11.61,11.98,13.24,13.18,10.58,7.82,6.38,6.78,9.41,9.95,11.04,10.23
27.75421,85.30591,T2M_RANGE,1983,11.31,12.63,13.72,13.21,12.61,11.95,7.96,7.64,7.46,9.03,10.86,11.18,10.78
27.75421,85.30591,T2M_RANGE,1984,11.89,13.32,14.21,14.47,12.98,8.06,6.46,6.74,6.33,8.61,10.28,11.1,10.36
27.75421,85.30591,T2M_RANGE,1985,11.5,13.22,14.78,14.42,13.47,11.28,6.92,6.55,5.89,6.66,8.6,9.56,10.21
27.75421,85.30591,T2M_RANGE,1986,11.07,11.56,13.51,14.13,13.43,11.08,6.21,7.09,7.8,9.86,11.14,11.03,10.65
27.75421,85.30591,T2M_RANGE,1987,11.88,12.38,13.07,14.51,13.2,12.05,7.29,6.13,6.09,7.94,9.86,10.88,10.42
27.75421,85.30591,T2M_RANGE,1988,10.97,12.41,13.12,14.35,12.93,10.32,6.19,5.68,6.63,9.38,10.81,10.42,10.25
27.75421,85.30591,T2M_RANGE,1989,11.85,12.68,13.29,15.76,12.82,10.09,7.51,6.68,7.63,10.3,11.03,11.28,10.89
27.75421,85.30591,T2M_RANGE,1990,12.4,10.99,12.89,14.5,11.93,10.43,6.57,6.01,6.26,8.39,10.51,10.45,10.1
27.75421,85.30591,T2M_RANGE,1991,11.26,12.75,13.64,15.22,14.17,9.38,8.24,7.06,7.27,10.59,10.82,11.21,10.96
27.75421,85.30591,T2M_RANGE,1992,11.71,12.73,14.29,15.18,12.98,11.21,8.75,7.6,8.43,9.64,11.13,10.86,11.2
27.75421,85.30591,T2M_RANGE,1993,11.31,12.66,13.23,13.82,13.13,10.66,8.31,7.3,7.2,10.53,10.98,11.34,10.86
27.75421,85.30591,T2M_RANGE,1994,11.64,12.67,14.36,14.82,13.42,10.33,8.48,7.95,7.96,10.91,11.21,11.86,11.29
27.75421,85.30591,T2M_RANGE,1995,11.75,12.6,13.57,14.96,13.94,9.74,6.97,6.23,7.34,9.93,11.33,10.81,10.75
27.75421,85.30591,T2M_RANGE,1996,11.67,12.11,13.43,14.41,14.46,9.37,7.49,6.35,6.78,8.82,11.21,11.87,10.66
27.75421,85.30591,T2M_RANGE,1997,11.59,13.41,13.57,12.84,14.12,11.3,7.17,7.08,8.48,10.29,10.76,10.79,10.93
27.75421,85.30591,T2M_RANGE,1998,11.73,12.47,12.95,14.03,12.75,11.25,7.49,6.38,6.98,9.13,10.41,11.48,10.57
27.75421,85.30591,T2M_RANGE,1999,11.97,12.68,14.68,15.56,12.16,10.27,7.97,7.2,7.32,9.53,11.03,11.17,10.95
27.75421,85.30591,T2M_RANGE,2000,12.12,12.91,13.82,14.59,10.95,8.31,6.79,6.47,6.66,9.6,10.51,11.18,10.31
27.75421,85.30591,T2M_RANGE,2001,12.03,12.94,13.99,14.29,11.2,9.3,8.18,7.33,6.72,8.72,10.53,10.79,10.49
27.75421,85.30591,T2M_RANGE,2002,11.02,12.85,13.25,13.46,11.41,9.91,8.24,7.86,8.94,10.29,11.33,11.31,10.81
27.75421,85.30591,T2M_RANGE,2003,12.32,12.01,12.9,13.9,13.44,9.79,7.47,7.44,7.44,10.77,10.93,11.07,10.78
27.75421,85.30591,T2M_RANGE,2004,11.28,12.38,13.61,11.94,11.15,7.77,5.91,6.22,6.31,7.94,8.94,9.77,9.43
27.75421,85.30591,T2M_RANGE,2005,10.22,11.9,12.26,13.63,12.71,10.31,6.52,5.85,6.53,8,9.33,10.36,9.78
27.75421,85.30591,T2M_RANGE,2006,11.57,11.78,12.83,13.37,10.16,8.03,6.23,6.36,6.17,7.82,9.16,9.94,9.44
27.75421,85.30591,T2M_RANGE,2007,11.05,11.3,12.42,12.33,10.94,8.56,6.16,5.99,5.8,7.67,8.98,10.45,9.29
27.75421,85.30591,T2M_RANGE,2008,10.38,12.11,12.91,13.82,11.42,6.83,5.75,5.72,6.08,7.46,8.75,9.1,9.18
27.75421,85.30591,T2M_RANGE,2009,10.7,12.23,13.42,13.85,11.09,10.26,7.74,6.09,6.58,8.44,10.03,10.2,10.03
27.75421,85.30591,T2M_RANGE,2010,11.86,12.36,13.48,14.25,11.6,10.49,6.92,5.84,5.92,7.34,7.99,10.01,9.82
27.75421,85.30591,T2M_RANGE,2011,10.89,12.11,12.96,12.81,10.64,9.18,5.66,5.73,5.88,7.68,8.21,9.83,9.28
27.75421,85.30591,T2M_RANGE,2012,10.43,11.92,13.21,13.38,13.47,10.65,6.7,6.44,6.52,8.37,9.78,10.98,10.14
27.75421,85.30591,T2M_RANGE,2013,11.93,12.43,12.84,12.48,12.19,8.11,6.69,6.17,6.52,6.61,8.46,8.84,9.42
27.75421,85.30591,T2M_RANGE,2014,10.46,11,11.92,13.51,11.45,9.23,5.63,5.38,5.7,7.33,8.32,9.77,9.13
27.75421,85.30591,T2M_RANGE,2015,10.69,10.93,11.28,10.66,11.83,9.71,6.44,5.57,6.06,7.43,8.22,9.51,9.02
27.75421,85.30591,T2M_RANGE,2016,10.24,11.93,12.55,13.93,10.36,7.45,5.15,5.6,5.38,6.97,8.66,9.46,8.96
27.75421,85.30591,T2M_RANGE,2017,10.57,11.94,11.71,12.88,10.65,8.87,6.23,4.98,5.58,7.19,8.59,9.78,9.06
27.75421,85.30591,T2M_RANGE,2018,11.09,11.22,13.21,11.5,10.11,7.72,6.03,5.44,6.45,8.97,9.91,10.66,9.35
27.75421,85.30591,T2M_RANGE,2019,10.76,11.33,12.35,11.59,12.49,9.72,5.64,5.6,5.14,6.71,7.79,9.12,9.01
27.75421,85.30591,T2M,1981,7.5,11.26,14.48,18.38,20.99,22.66,21.11,20.58,19.07,16.16,12.42,9.28,16.18
27.75421,85.30591,T2M,1982,9.39,8.83,13.57,18.96,22.07,23.19,22.53,21.11,19.17,16.28,12.46,9.73,16.48
27.75421,85.30591,T2M,1983,7.48,9.44,14.96,18.1,21.63,24.08,22.7,21.86,20.45,17.43,13.29,9.54,16.78
27.75421,85.30591,T2M,1984,7.91,10.22,16.72,20.6,22.67,22.33,20.63,20.88,18.37,16.86,12.15,9.99,16.63
27.75421,85.30591,T2M,1985,8.09,10.37,17,20.89,22.34,24.38,20.75,21,18.99,15.93,11.77,9.9,16.81
27.75421,85.30591,T2M,1986,8.8,10.6,15.04,19.4,20.95,23.5,20.64,20.85,19.3,16.2,13.26,9.43,16.52
27.75421,85.30591,T2M,1987,9.04,11.81,14.98,19.68,21.89,24.8,22.07,20.49,19.46,15.74,13.29,10.82,17.02
27.75421,85.30591,T2M,1988,9.7,12.12,14.92,20.41,22.22,22.91,21.22,20.57,19.9,17.14,13.69,10.86,17.14
27.75421,85.30591,T2M,1989,7.61,9.92,15.06,19.86,22.76,22.96,21.73,20.71,20.33,17.89,12.78,9.55,16.8
27.75421,85.30591,T2M,1990,11.08,10.49,13.75,19.35,23.06,24.07,21.37,20.51,19.55,16.24,14.36,10.72,17.07
27.75421,85.30591,T2M,1991,8.3,12.38,15.96,19.87,23.64,23.09,22.61,21.47,19.85,17.52,12.7,9.67,17.28
27.75421,85.30591,T2M,1992,8.79,9.05,16.56,20.82,21.49,23.4,22.21,21.3,20.22,17.09,13.25,9.6,17
27.75421,85.30591,T2M,1993,8.28,11.93,13.67,18.86,21.89,23.25,22.53,21.43,19.56,17.6,13.93,11.1,17.02
27.75421,85.30591,T2M,1994,10.18,10.14,16.45,19.51,23,24.04,22.8,22.22,20.22,17.08,13.26,9.99,17.45
27.75421,85.30591,T2M,1995,7.76,10.42,15.53,20,23.99,23.54,21.51,20.8,19.91,17.78,13.61,9.78,17.08
27.75421,85.30591,T2M,1996,8.16,10.94,16.47,19.63,23.36,22.66,21.81,20.66,19.56,16.84,13.57,10.47,17.02
27.75421,85.30591,T2M,1997,8.01,9.29,15.34,17.51,22.02,23.91,21.78,21.17,20.25,16.55,13.66,9.17,16.59
27.75421,85.30591,T2M,1998,8.35,11.01,13.89,19.73,23.09,24.54,22.25,20.97,20.07,18.6,15.1,11.05,17.41
27.75421,85.30591,T2M,1999,9.28,14,16.83,21.61,22.43,23.28,22.19,21.34,20.18,17.49,13.94,10.63,17.77
27.75421,85.30591,T2M,2000,9.27,9.13,14.47,20.67,22.51,22.12,21.56,21.07,19.19,17.74,13.65,10.5,16.84
27.75421,85.30591,T2M,2001,8.96,12.01,15.59,20.08,22.27,22.81,22.75,21.77,19.47,17.38,13.95,9.95,17.27
27.75421,85.30591,T2M,2002,8.72,11.81,15.76,20.01,21.6,22.99,22.85,21.67,20.39,17.38,14.22,10.4,17.34
27.75421,85.30591,T2M,2003,8.81,10.15,14.34,20.52,21.91,23.26,21.88,21.9,20.67,18.08,13.65,9.97,17.13
27.75421,85.30591,T2M,2004,8.42,11.06,17.14,19.6,21.01,21.25,20.44,20.86,19.34,15.39,11.91,9.91,16.37
27.75421,85.30591,T2M,2005,8.15,10.88,15.57,19.03,21.13,23.63,21.18,20.81,19.9,16.19,12.21,10.24,16.6
27.75421,85.30591,T2M,2006,10.16,13.72,15.02,18.85,21.5,21.04,21.41,20.91,19.24,16.34,12.57,10.13,16.75
27.75421,85.30591,T2M,2007,9,8.99,13.97,19.84,21.74,22.09,21.11,20.66,19.35,16.8,12.81,9.82,16.39
27.75421,85.30591,T2M,2008,8.65,9.29,15.21,19.39,21.38,21.05,20.75,20.42,19.07,16.38,13.46,11.1,16.36
27.75421,85.30591,T2M,2009,10.67,12.55,15.69,20.42,21.06,22.79,22.37,20.77,19.74,16.68,13.43,9.9,17.19
27.75421,85.30591,T2M,2010,9.83,11.11,17.41,21.89,22.29,23.61,21.7,20.83,19.22,16.71,13.66,9.6,17.35
27.75421,85.30591,T2M,2011,7.37,10.95,15.3,18.23,21.16,22.09,20.72,20.35,19.45,16.62,12.76,9.75,16.25
27.75421,85.30591,T2M,2012,7.16,11,14.62,19.53,23.27,24.59,21.6,20.73,19.36,15.17,11.44,9.23,16.48
27.75421,85.30591,T2M,2013,6.98,10.69,15.58,18.77,21.52,21.45,21.18,20.33,19.55,16.6,12.65,9.45,16.25
27.75421,85.30591,T2M,2014,8.72,10.06,14.57,19.67,21.89,23.28,21.5,20.82,19.32,16.06,13.15,10.02,16.62
27.75421,85.30591,T2M,2015,8.66,11.55,14.55,17.8,22.18,23.2,21.36,20.86,19.81,16.68,13.71,9.51,16.68
27.75421,85.30591,T2M,2016,8.45,12.54,16.51,21.78,21.54,22.03,20.97,21.18,19.57,17.18,13.65,11.63,17.26
27.75421,85.30591,T2M,2017,9.61,12.77,14.24,19.57,21.39,23.15,21.36,20.84,20.17,17.7,13.54,12.06,17.22
27.75421,85.30591,T2M,2018,8.78,12.1,15.84,18.44,20.51,22.01,21.72,20.91,19.89,15.87,13.39,9.55,16.6
27.75421,85.30591,T2M,2019,8.62,10.59,14.17,19.12,22.1,23.28,21.5,21.32,19.51,16.34,13.88,8.16,16.57
